fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,current_rank,rank_flag,current_p4p,p4p_flag,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result,next_date,next_opp
Tai Tuivasa,1993-03-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Australia, Samoa",male,heavyweight,16,NA,16,NA,3,16,18,8,7 KO 0 Sub 1 Dec,10,3 KO 3 Sub 4 Dec,-7,5,5,4,2552,3130,2851,2017-11-18,W - Rashad Coulter,2026-05-02,L - Louie Sutherland,NA,NA
Jeisla Chaves,1997-02-02,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's flyweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,0,NA,2552,NA,2432,NA,NA,NA,NA,2026-06-06,Yuneisy Duben
Jeremy Stephens,1986-05-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"lightweight, featherweight",16,NA,16,NA,4,16,36,15,8 KO 0 Sub 7 Dec,20,3 KO 4 Sub 13 Dec,-5,3,10,4.5,2550,3134,2822,2007-05-26,L - Din Thomas,2026-05-09,L - King Green,NA,NA
Alice Ardelean,1992-04-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England, Romania",female,women's strawweight,16,NA,16,NA,16,16,4,2,0 KO 0 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,2,2,1,11,2548,2548,2410,2024-07-27,L - Shauna Bannon,2025-11-01,W - Montserrat Conejo Ruiz,2026-05-16,Polyana Viana
Victor Martinez,1991-07-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,-1,0,6.5,2546,2671,2642,2023-02-25,L - Jordan Leavitt,2024-05-18,L - Tom Nolan,NA,NA
Ivan Erslan,1991-11-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Croatia,male,light heavyweight,16,NA,16,NA,16,16,3,0,0 KO 0 Sub 0 Dec,3,0 KO 1 Sub 2 Dec,-3,-1,0,6,2545,2684,2697,2024-09-28,L - Ion Cutelaba,2025-09-28,L - Jimmy Crute,2026-05-16,Tuco Tokkos
Isaac Thomson,2002-05-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,featherweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,8,2545,2545,2879,2025-12-13,L - Joanderson Brito,2025-12-13,L - Joanderson Brito,NA,NA
Brendson Ribeiro,1996-09-08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,light heavyweight,16,NA,16,NA,16,16,7,2,0 KO 1 Sub 1 Dec,5,3 KO 1 Sub 1 Dec,-3,2,0,6.3,2544,2695,2752,2024-02-17,L - Zhang Mingyang,2026-04-04,L - Abdul Rakhman Yakhyaev,NA,NA
Daniel Frunza,1994-04-13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Romania,male,welterweight,16,NA,16,NA,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,-1,0,6.5,2543,2631,2685,2025-04-05,L - Rhys McKee,2025-11-01,L - Charles Radtke,NA,NA
Ariane Carnelossi,1992-11-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's strawweight,16,NA,16,NA,16,16,6,3,1 KO 1 Sub 0 Dec,3,1 KO 1 Sub 1 Dec,-1,2,0,11.2,2543,2678,2594,2019-09-21,L - Angela Hill,2025-11-01,L - Talita Alencar,2026-06-06,Ketlen Souza
Wellington Turman,1996-07-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"welterweight, middleweight",16,NA,16,NA,16,16,9,3,0 KO 1 Sub 2 Dec,6,2 KO 1 Sub 3 Dec,-3,2,1,6.7,2540,2780,2753,2019-07-13,L - Karl Roberson,2023-12-02,L - Jared Gooden,NA,NA
Treston Vines,1996-06-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,6,2536,2536,2706,2025-10-04,L - Ateba Gautier,2025-10-04,L - Ateba Gautier,NA,NA
Clayton Carpenter,1996-06-09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,flyweight,16,NA,16,NA,16,16,5,2,0 KO 2 Sub 0 Dec,3,0 KO 1 Sub 2 Dec,-3,2,1,11.2,2533,2811,2704,2023-02-18,W - Juancamilo Ronderos,2026-05-09,L - Jose Ochoa,NA,NA
Cody Brundage,1994-05-16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,15,5,3 KO 1 Sub 0 Dec,9,2 KO 2 Sub 5 Dec,-4,2,2,7.5,2533,2688,2650,2021-09-25,L - Nick Maximov,2026-03-07,L - Donte Johnson,2026-05-16,Andre Petroski
Julia Polastri,1998-03-05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's strawweight,16,NA,16,NA,16,16,5,2,1 KO 0 Sub 1 Dec,3,0 KO 0 Sub 3 Dec,-1,1,1,10.8,2532,2611,2633,2024-06-15,L - Josefine Knutsson,2026-04-25,L - Talita Alencar,NA,NA
Cameron Smotherman,1997-09-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,NA,16,NA,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-2,1,0,6.7,2530,2647,2791,2024-10-19,W - Jake Hadley,2025-06-14,L - Ricky Simon,2026-05-30,Kai Asakura
Francisco Prado,2002-06-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Argentina,male,welterweight,16,NA,16,NA,16,16,6,1,1 KO 0 Sub 0 Dec,5,0 KO 0 Sub 5 Dec,-4,1,2,6.7,2530,2686,2789,2023-02-11,L - Jamie Mullarkey,2026-04-11,L - Charles Radtke,NA,NA
Artur Minev,2003-09-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Bulgaria, Ukraine",male,lightweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,0,NA,2529,NA,2627,NA,NA,NA,NA,2026-05-16,Thomas Gantt
Damir Hadzovic,1986-08-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Bosnia and Herzegovina, Denmark",male,lightweight,16,NA,16,NA,16,16,10,4,2 KO 0 Sub 2 Dec,6,2 KO 1 Sub 3 Dec,-2,2,1,8.2,2527,2779,2746,2016-04-10,L - Mairbek Taisumov,2025-02-01,L - Terrance McKinney,NA,NA
Ramon Taveras,1994-01-09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,NA,16,NA,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-2,1,0,7.7,2525,2643,2753,2024-01-20,W - Serhiy Sidey,2025-09-28,L - Jack Jenkins,NA,NA
Luke Fernandez,1995-06-29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,12,2524,2524,2681,2026-03-07,L - Rodolfo Bellato,2026-03-07,L - Rodolfo Bellato,NA,NA
Dennis Buzukja,1997-10-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"featherweight, lightweight",16,NA,16,NA,16,16,5,1,1 KO 0 Sub 0 Dec,4,2 KO 0 Sub 2 Dec,-2,1,1,9.4,2523,2649,2659,2023-08-05,L - Sean Woodson,2026-04-18,L - Marcio Barbosa,NA,NA
Junior Tafa,1996-09-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Australia, Samoa",male,light heavyweight,16,NA,16,NA,16,16,8,3,3 KO 0 Sub 0 Dec,5,1 KO 3 Sub 1 Dec,1,1,1,7.1,2523,2581,2593,2023-04-22,L - Mohammed Usman,2026-05-02,W - Kevin Christian,NA,NA
Lucas Brennan,2000-06-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,11,2522,2522,2669,2026-04-25,L - Francis Marshall,2026-04-25,L - Francis Marshall,NA,NA
Billy Ray Goff,1998-06-18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,16,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,1,1,7.7,2518,2727,2555,2023-08-26,W - Yusaku Kinoshita,2025-05-31,L - Ramiz Brahimaj,NA,NA
Alice Pereira,2005-12-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's bantamweight,16,NA,16,NA,16,16,2,1,1 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,1,1,1,11.5,2517,2517,2371,2025-09-13,L - Montserrat Rendon,2026-04-04,W - Hailey Cowan,NA,NA
Elise Reed,1992-12-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's strawweight,16,NA,16,NA,16,16,9,4,0 KO 0 Sub 4 Dec,5,3 KO 2 Sub 0 Dec,-1,1,0,10,2516,2567,2569,2021-07-24,L - Sijara Eubanks,2025-05-17,L - Denise Gomes,NA,NA
Mitch Ramirez,1992-11-03,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,-1,0,11.5,2513,2545,2853,2024-03-16,L - Thiago Moises,2025-07-12,L - Mike Davis,NA,NA
Shanelle Dyer,2001-04-23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England, Montserrat, Nigeria",female,women's strawweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,1,13,2513,2513,2347,2026-03-21,W - Ravena Oliveira,2026-03-21,W - Ravena Oliveira,NA,NA
Dusko Todorovic,1994-05-19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Serbia,male,middleweight,16,NA,16,NA,16,16,10,4,3 KO 1 Sub 0 Dec,6,4 KO 0 Sub 2 Dec,1,1,2,5.6,2507,2762,2608,2020-10-03,W - Dequan Townsend,2025-09-13,W - Jose Medina,NA,NA
Felipe Franco,2001-01-22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,heavyweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,9,2506,2506,2893,2026-03-21,L - Mario Pinto,2026-03-21,L - Mario Pinto,NA,NA
Yi Sak Lee,2000-01-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,male,middleweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,0,NA,2506,NA,2561,NA,NA,NA,NA,2026-05-30,Luis Dias de Assis
Cameron Saaiman,2000-12-20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,South Africa,male,bantamweight,16,NA,16,NA,16,16,6,3,2 KO 0 Sub 1 Dec,3,2 KO 0 Sub 1 Dec,-3,3,1,9,2505,2728,2620,2022-12-10,W - Steven Koslow,2025-04-26,L - Malcolm Wellmaker,NA,NA
Gaston Bolanos,1992-09-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Peru,male,"featherweight, bantamweight",16,NA,16,NA,16,16,4,2,0 KO 0 Sub 2 Dec,2,1 KO 1 Sub 0 Dec,-1,1,0,8.2,2503,2626,2584,2023-04-15,W - Aaron Phillips,2025-05-03,L - Quang Le,2026-06-20,Michael Aswell Jr.
Anshul Jubli,1995-01-13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,India,male,lightweight,16,NA,16,NA,16,16,3,1,1 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,1,1,9.3,2503,2724,2625,2023-02-04,W - Jeka Saragih,2025-02-08,L - Quillan Salkilld,NA,NA
Nora Cornolle,1989-12-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Algeria, France",female,women's bantamweight,13,NA,16,NA,12,16,6,3,1 KO 1 Sub 1 Dec,3,0 KO 1 Sub 2 Dec,-2,2,0,10.2,2497,2702,2571,2023-09-02,W - Joselyne Edwards,2026-02-21,L - Joselyne Edwards,NA,NA
Kevin Borjas,1997-12-06,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Peru,male,flyweight,16,NA,16,NA,16,16,5,1,0 KO 0 Sub 1 Dec,4,2 KO 0 Sub 2 Dec,-2,1,0,8,2491,2682,2702,2023-11-11,L - Joshua Van,2026-02-28,L - Imanol Rodriguez,2026-06-20,Andre Lima
Trevor Peek,1995-01-09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,5,2,1 KO 0 Sub 1 Dec,3,0 KO 0 Sub 3 Dec,-2,1,1,6.6,2486,2713,2590,2023-02-25,W - Erick Gonzalez,2024-09-07,L - Yanal Ashmouz,NA,NA
Shauna Bannon,1993-10-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Ireland,female,women's strawweight,16,NA,16,NA,16,16,4,2,0 KO 1 Sub 1 Dec,2,0 KO 1 Sub 1 Dec,-1,2,1,13,2486,2564,2520,2023-07-22,L - Bruna Brasil,2025-09-06,L - Sam Hughes,2026-05-16,Nicolle Caliari
Luana Pinheiro,1992-11-18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's strawweight,16,NA,16,NA,9,16,7,3,0 KO 0 Sub 2 Dec,4,1 KO 1 Sub 2 Dec,-4,3,0,7,2485,2673,2646,2021-05-01,W - Randa Markos,2025-05-17,L - Tecia Pennington,NA,NA
Rafael Tobias,2003-03-20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,light heavyweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,11,2483,2483,2509,2026-03-07,L - Diyar Nurgozhay,2026-03-07,L - Diyar Nurgozhay,NA,NA
Vince Morales,1990-11-12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,NA,16,NA,16,16,12,3,1 KO 0 Sub 2 Dec,9,1 KO 0 Sub 8 Dec,-6,2,0,8.7,2481,2796,2698,2018-11-24,L - Song Yadong,2026-05-02,L - Colby Thicknesse,NA,NA
Alex Reyes,1986-10-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"lightweight, welterweight",16,NA,16,NA,16,16,3,0,0 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,-3,-1,0,7.3,2480,2663,2726,2017-09-16,L - Mike Perry,2024-08-17,L - Tom Nolan,NA,NA
Allen Frye Jr.,1998-04-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,11,2479,2479,2531,2025-12-13,L - Guilherme Pat,2025-12-13,L - Guilherme Pat,2026-07-18,Alvin Hines
Mayra Bueno Silva,1991-08-22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,"women's bantamweight, women's flyweight",16,NA,16,NA,2,14,14,5,0 KO 4 Sub 1 Dec,7,1 KO 0 Sub 6 Dec,-5,3,4,6.5,2476,2742,2654,2018-09-22,W - Gillian Robertson,2026-04-25,L - Michelle Montague,NA,NA
Melissa Mullins,1991-07-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",female,women's bantamweight,16,NA,16,NA,15,16,4,2,1 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,-1,1,0,10.2,2473,2617,2564,2023-10-14,W - Irina Alekseeva,2025-06-21,L - Daria Zhelezniakova,2026-06-20,Bia Mesquita
Luis Gurule,1993-11-16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,flyweight,16,NA,16,NA,16,16,3,0,0 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,-3,-1,0,8,2472,2598,2609,2025-04-05,L - Ode Osbourne,2026-02-21,L - Alden Coria,2026-05-16,Daniel Barez
Julien Leblanc,1992-01-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,middleweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,0,7,2472,2472,2513,2026-04-18,L - Robert Valentin,2026-04-18,L - Robert Valentin,NA,NA
Daria Zhelezniakova,1996-01-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,female,women's bantamweight,16,NA,16,NA,15,16,4,2,0 KO 0 Sub 2 Dec,2,0 KO 1 Sub 1 Dec,-1,1,0,10,2471,2595,2567,2024-03-23,W - Montserrat Rendon,2026-04-18,L - Melissa Croden,NA,NA
Terrance Saeteurn,1995-05-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,flyweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,0,14,2469,2469,2594,2025-08-23,L - Nyamjargal Tumendemberel,2025-08-23,L - Nyamjargal Tumendemberel,NA,NA
Ibo Aslan,1996-04-23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Turkey,male,light heavyweight,16,NA,16,NA,16,16,5,2,2 KO 0 Sub 0 Dec,3,1 KO 1 Sub 1 Dec,-3,2,1,9,2467,2791,2620,2024-03-30,W - Anton Turkalj,2025-12-06,L - Iwo Baraniewski,NA,NA
Chelsea Chandler,1990-11-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,"women's bantamweight, women's featherweight",16,NA,16,NA,13,16,5,2,1 KO 0 Sub 1 Dec,3,1 KO 0 Sub 2 Dec,-2,1,1,8.4,2467,2734,2583,2022-10-01,W - Julija Stoliarenko,2025-04-26,L - Joselyne Edwards,2026-06-06,Priscila Cachoeira
Sofia Montenegro,1999-06-18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Argentina,female,women's flyweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,NA,NA,2465,NA,NA,NA,NA,NA,NA,NA,NA
Toshiomi Kazama,1997-05-15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,bantamweight,16,NA,16,NA,16,16,4,1,0 KO 1 Sub 0 Dec,3,3 KO 0 Sub 0 Dec,-1,1,1,7.5,2454,2489,2568,2023-02-04,L - Rinya Nakamura,2025-08-09,L - Elijah Smith,NA,NA
Gilbert Urbina,1996-04-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Mexico, United States",male,"welterweight, middleweight",16,NA,16,NA,16,16,4,1,1 KO 0 Sub 0 Dec,3,2 KO 1 Sub 0 Dec,-2,1,0,6.5,2454,2597,2659,2021-08-28,L - Bryan Battle,2025-08-09,L - Uros Medic,NA,NA
Austen Lane,1987-11-09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"light heavyweight, heavyweight",16,NA,16,NA,16,16,7,1,0 KO 0 Sub 1 Dec,5,4 KO 1 Sub 0 Dec,-3,1,0,5.3,2451,2719,2659,2023-06-24,NC - Justin Tafa,2026-03-21,L - Iwo Baraniewski,NA,NA
Juliana Miller,1996-05-07,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Brazil, United States",female,women's flyweight,16,NA,16,NA,16,16,5,2,1 KO 0 Sub 1 Dec,3,1 KO 0 Sub 2 Dec,-1,1,0,11.6,2440,2611,2512,2022-08-06,W - Brogan Walker,2026-02-21,L - Carli Judice,NA,NA
Jose Luiz,1996-08-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,heavyweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,0,NA,2440,NA,2721,NA,NA,NA,NA,2026-06-20,Jhonata Diniz
Yuneisy Duben,1996-07-08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Venezuela,female,women's flyweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,13,2432,2432,2435,2025-03-15,L - Carli Judice,2025-03-15,L - Carli Judice,2026-06-06,Jeisla Chaves
Josiane Nunes,1993-12-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,"women's bantamweight, women's featherweight",16,NA,16,NA,13,16,6,3,1 KO 0 Sub 2 Dec,3,1 KO 0 Sub 2 Dec,-3,3,1,10,2420,2708,2498,2021-08-21,W - Bea Malecki,2025-03-15,L - Priscila Cachoeira,NA,NA
Ben Johnston,1990-10-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,middleweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,0,11,2420,2420,2484,2026-05-02,L - Wes Schultz,2026-05-02,L - Wes Schultz,NA,NA
Nicolle Caliari,1996-11-04,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,"women's strawweight, women's flyweight",16,NA,16,NA,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,0,12.5,2418,2531,2434,2025-01-11,L - Ernesta Kareckaite,2025-07-19,L - Carli Judice,2026-05-16,Shauna Bannon
Karolina Kowalkiewicz,1985-10-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Poland,female,women's strawweight,16,NA,16,NA,2,16,19,9,0 KO 1 Sub 8 Dec,10,2 KO 2 Sub 6 Dec,-3,4,1,5.6,2414,2784,2622,2015-12-19,W - Randa Markos,2025-10-11,L - Julia Polastri,NA,NA
Lando Vannata,1992-03-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"lightweight, featherweight",16,NA,16,NA,16,16,14,4,1 KO 1 Sub 2 Dec,8,1 KO 2 Sub 5 Dec,-3,1,5,6.7,2413,2694,2707,2016-07-13,L - Tony Ferguson,2026-04-04,L - Darrius Flowers,NA,NA
Priscila Cachoeira,1988-08-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's bantamweight,16,NA,16,NA,16,16,13,5,4 KO 0 Sub 1 Dec,8,1 KO 4 Sub 3 Dec,-2,2,3,9.5,2409,2605,2526,2018-02-03,L - Valentina Shevchenko,2026-02-07,L - Klaudia Sygula,2026-06-06,Chelsea Chandler
Max Gimenis,1993-04-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,heavyweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,9,2407,2407,2606,2025-11-08,L - Josh Hokit,2025-11-08,L - Josh Hokit,NA,NA
Stewart Nicoll,1994-11-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Australia, Solomon Islands",male,flyweight,16,NA,16,NA,16,16,3,0,0 KO 0 Sub 0 Dec,3,1 KO 1 Sub 1 Dec,-3,-1,0,10,2402,2543,2630,2024-08-17,L - Jesus Aguilar,2026-04-04,L - Alessandro Costa,NA,NA
Pete Rodriguez,1996-11-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,16,16,3,1,1 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-1,1,0,9,2401,2483,2534,2022-01-22,L - Jack Della Maddalena,2024-02-03,L - Themba Gorimbo,NA,NA
Nick Klein,1995-09-08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,-1,0,8.5,2397,2490,2613,2025-02-22,L - Mansur Abdul-Malik,2025-08-02,L - Andrey Pulyaev,NA,NA
Polyana Viana,1992-06-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's strawweight,16,NA,16,NA,15,16,11,4,1 KO 3 Sub 0 Dec,7,1 KO 3 Sub 3 Dec,-3,2,2,8.4,2397,2615,2499,2018-02-03,W - Maia Kahaunaele,2025-04-26,L - Jaqueline Amorim,2026-05-16,Alice Ardelean
Mickey Gall,1992-01-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,16,16,13,6,0 KO 5 Sub 1 Dec,7,3 KO 0 Sub 4 Dec,-4,3,0,7.4,2390,2714,2609,2016-02-06,W - Mike Jackson,2024-11-16,L - Ramiz Brahimaj,NA,NA
Jose Henrique,2002-05-23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,0,NA,2390,NA,2673,NA,NA,NA,NA,2026-05-30,Ding Meng
Puja Tomar,1993-12-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,India,female,women's strawweight,16,NA,16,NA,16,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 1 Sub 0 Dec,-1,1,0,12.5,2389,2506,2481,2024-06-08,W - Rayanne dos Santos,2025-03-22,L - Shauna Bannon,NA,NA
Sedriques Dumas,1995-08-06,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,9,3,0 KO 0 Sub 3 Dec,5,2 KO 3 Sub 0 Dec,-2,2,0,9.6,2388,2690,2609,2023-03-11,L - Josh Fremd,2026-04-25,L - Jackson McVey,NA,NA
Manolo Zecchini,1996-10-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Italy,male,featherweight,16,NA,16,NA,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,-1,1,5.5,2388,2422,2687,2023-09-02,L - Morgan Charriere,2026-04-04,L - Tommy McMillen,NA,NA
